Ammo	Fuel	Life		Ships	Str	Life		Score
9	14.55844	3		0	0	1		43.143792091455446108167158850
9	14.55097	3		0	0	1		43.194592224591540782723371868
9	14.48512	3		0	0	1		43.245351869561954983906803820
9	14.4801	3		0	0	1		43.296108408023493445445265358
9	14.45532	3		0	0	1		43.346849680212842557871300861
9	14.42754	3		0	0	1		43.397573807431777469113904411
9	14.42698	3		0	0	1		43.448297594414025989823963582
9	14.42128	3		0	0	1		43.499017860686215338936389617
9	14.41141	3		0	0	1		43.549732032283848475031064173
9	14.4059	3		0	0	1		43.600442801514617705800294942
9	14.37983	3		0	0	1		43.651137446485031906983726894
9	14.36871	3		0	0	1		43.701825212757221256096152929
9	14.36285	3		0	0	1		43.752509354769055575622780148
9	14.35869	3		0	0	1		43.803190922816392853729289024
9	14.35545	3		0	0	1		43.853870479029410605208578965
9	14.31628	3		0	0	1		43.904525760094499362605028669
9	14.30785	3		0	0	1		43.955175804473197587457099675
9	14.30568	3		0	0	1		44.005824502698049658463016835
9	14.29556	3		0	0	1		44.056466913940653208758874823
9	14.289	3		0	0	1		44.107105257135919480948223935
9	14.28712	3		0	0	1		44.157742431692132498699703225
9	14.28378	3		0	0	1		44.208377535242428356687868905
9	14.28271	3		0	0	1		44.259011973112250841894969496
9	14.22705	3		0	0	1		44.309611795597457942486685472
9	14.21321	3		0	0	1		44.360202993822310013492602632
9	14.20956	3		0	0	1		44.410791913940653208758874821
9	14.20708	3		0	0	1		44.461379295597457942486685472
9	14.19319	3		0	0	1		44.511958008615209421776626300
9	14.19176	3		0	0	1		44.562535834058996404025147010
9	14.17766	3		0	0	1		44.613104857727635457279584880
9	14.1736	3		0	0	1		44.663671351810475693965975412
9	14.1701	3		0	0	1		50.032519270785692187815371469
9	14.1557	3		0	0	1		50.083074596229479170063892179
9	14.07529	3		0	0	1		50.133579596229479170063892179
9	14.07471	3		0	0	1		50.184084241199893371247324132
9	14.07458	3		0	0	1		50.234588797412911122726614073
9	14.07207	3		0	0	1		50.285091785578591596099395138
9	14.06488	3		0	0	1		50.335590261909952542844957268
9	14.06118	3		0	0	1		50.386086430549005797282827090
9	14.04868	3		0	0	1		50.436574744158473252904128865
9	14.03484	3		0	0	1		50.487054374335988045803537149
9	14.00896	3		0	0	1		50.537517747117053134560933598
9	13.99475	3		0	0	1		50.587972184986875619768034190
9	13.99133	3		0	0	1		50.638424477886283903791702829
9	13.97818	3		0	0	1		50.688868501554922957046140699
9	13.96952	3		0	0	1		50.739307066643680353495844841
9	13.93274	3		0	0	1		50.789722451259064968880460225
9	13.93208	3		0	0	1		50.840137406880366744028389219
9	13.92054	3		0	0	1		50.890545084395159643436673242
9	13.89965	3		0	0	1		50.940939581436579761779868508
9	13.8975	3		0	0	1		50.991332717531254317992886259
9	13.86906	3		0	0	1		51.041707880253147809117146614
9	13.84741	3		0	0	1		51.092069344750189229235489809
9	13.80677	3		0	0	1		51.142405054809360826868625904
9	13.79967	3		0	0	1		51.192736267827112306158566732
9	13.7954	3		0	0	1		51.243064773744272069472176199
9	13.78092	3		0	0	1		51.293384078477999880123063773
9	13.75773	3		0	0	1		51.343688664276816448170401051
9	13.75268	3		0	0	1		51.393990040016461418584602234
9	13.75227	3		0	0	1		51.444291149483917039886377382
9	13.7478	3		0	0	1		51.494589418714686270655608151
9	13.72388	3		0	0	1		51.544872466051964377164483890
9	13.70025	3		0	0	1		51.595140469010544258821288624
9	13.68918	3		0	0	1		51.645401415756106388998803417
9	13.66197	3		0	0	1		51.695644995637763193732531228
9	13.6485	3		0	0	1		51.745879980844863785448507559
9	13.64843	3		0	0	1		51.796114921673266152312412884
9	13.64465	3		0	0	1		51.846347451259064968880460221
9	13.63049	3		0	0	1		51.896570927590425915626022351
9	13.62972	3		0	0	1		51.946793915756106388998803416
9	13.59942	3		0	0	1		51.996997525223562010300578564
9	13.59626	3		0	0	1		52.047199108063798696691111108
9	13.59189	3		0	0	1		52.097397895046047217401170279
9	13.57193	3		0	0	1		52.147583900963206980714779746
9	13.54514	3		0	0	1		52.197752717531254317992886255
9	13.54167	3		0	0	1		52.247919315164390412667442468
9	13.54085	3		0	0	1		52.298085380253147809117146610
9	13.51701	3		0	0	1		52.348236134691017631602353710
9	13.48556	3		0	0	1		52.398366667235396329827205781
9	13.46548	3		0	0	1		52.448484285578591596099395130
9	13.43233	3		0	0	1		52.498580542975041300241406964
9	13.4304	3		0	0	1		52.548675542975041300241406964
9	13.42831	3		0	0	1		52.598769211614094554679276786
9	13.41563	3		0	0	1		67.790282231527458910455999863
9	13.39502	3		0	0	1		67.840354406083671928207479153
9	13.37602	3		0	0	1		67.890414302533376070219313472
9	13.37602	3		0	0	1		67.918298267030417490337656667
9	13.37602	3		0	0	1		67.946182231527458910455999862
9	13.37602	3		0	0	1		67.974066196024500330574343057
9	13.37602	3		0	0	1		68.001950160521541750692686252
9	13.37602	3		0	0	1		68.029834125018583170811029447
9	13.37602	3		0	0	1		68.057718089515624590929372642
9	13.37602	3		0	0	1		68.085602054012666011047715837
9	13.37602	3		0	0	1		68.113486018509707431166059032
9	13.37602	3		0	0	1		68.141369983006748851284402227
9	13.37602	3		0	0	1		68.169253947503790271402745422
9	13.37602	3		0	0	1		68.197137912000831691521088617
9	13.37602	3		0	0	1		68.225021876497873111639431812
9	13.37602	3		0	0	1		68.252905840994914531757775007
9	13.37602	3		0	0	1		68.280789805491955951876118202
9	13.37602	3		0	0	1		68.308673769988997371994461397
9	13.37602	3		0	0	1		68.336557734486038792112804592
9	13.37602	3		0	0	1		68.364441698983080212231147787
9	13.37602	3		0	0	1		68.392325663480121632349490982
9	13.37602	3		0	0	1		68.420209627977163052467834177
9	13.37602	3		0	0	1		68.448093592474204472586177372
9	13.37602	3		0	0	1		68.475977556971245892704520567
9	13.37602	3		0	0	1		68.503861521468287312822863762
9	13.37602	3		0	0	1		68.531745485965328732941206957
9	13.37602	3		0	0	1		68.559629450462370153059550152
9	13.37602	3		0	0	1		68.587513414959411573177893347
9	13.37602	3		0	0	1		68.615397379456452993296236542
9	13.37602	3		0	0	1		68.643281343953494413414579737
9	13.37602	3		0	0	1		68.671165308450535833532922932
9	13.37602	3		0	0	1		68.699049272947577253651266127
8	13.37602	3		0	0	1		68.726933237444618673769609322
8	13.37602	3		0	0	1		68.754817201941660093887952517
8	13.37602	3		0	0	1		68.782701166438701514006295712
8	13.37602	3		0	0	1		68.810585130935742934124638907
8	13.37602	3		0	0	1		68.838469095432784354242982102
8	13.37602	3		0	0	1		68.866353059929825774361325297
8	13.37602	3		0	0	1		68.894237024426867194479668492
8	13.37602	3		0	0	1		68.922120988923908614598011687
8	13.37602	3		0	0	1		68.950004953420950034716354882
8	13.37602	3		0	0	1		88.02029024796375462735622685
8	13.37602	3		0	0	1		93.20623345238567490606416327
8	13.37602	3		0	0	1		93.23411741688271632618250647
8	13.37602	3		0	0	1		93.26200138137975774630084967
8	13.37602	3		0	0	1		93.28988534587679916641919287
8	13.37602	3		0	0	1		93.31776931037384058653753607
8	13.37602	3		0	0	1		93.34565327487088200665587927
8	13.37602	3		0	0	1		93.37353723936792342677422247
8	13.37602	3		0	0	1		93.40142120386496484689256567
8	13.37602	3		0	0	1		93.42930516836200626701090887
8	13.37602	3		0	0	1		93.45718913285904768712925207
8	13.37602	3		0	0	1		93.48507309735608910724759527
8	13.37602	3		0	0	1		93.51295706185313052736593847
8	13.37602	3		0	0	1		93.54084102635017194748428167
8	13.37602	3		0	0	1		93.56872499084721336760262487
8	13.37602	3		0	0	1		93.59660895534425478772096807
8	13.37602	3		0	0	1		93.62449291984129620783931127
8	13.37602	3		0	0	1		93.65237688433833762795765447
8	13.3739	3		0	0	1		93.70243540504839679955528761
8	13.33664	3		0	0	1		93.75246981333242046819434086
8	13.3126	3		0	0	1		93.80248862990046780547244737
8	13.30745	3		0	0	1		93.85250411806614827884522843
8	13.29928	3		0	0	1		93.90251431037384058653753612
8	13.29516	3		0	0	1		93.95252182516673999482155979
8	13.29478	3		0	0	1		94.00252908848034946227718109
8	13.28362	3		0	0	1		94.05252910327324887056120476
8	13.25646	3		0	0	1		94.10251148493005360428901541
8	13.25168	3		0	0	1		94.15249076007798259837185565
8	13.249	3		0	0	1		94.20246827487088200665587932
8	13.24567	3		0	0	1		94.25244362990046780547244737
8	13.24033	3		0	0	1		94.30241550859869265754345329
8	13.22968	3		0	0	1		94.35238046421999443269138228
8	13.20412	3		0	0	1		94.40232876303656248002866039
8	13.19687	3		0	0	1		94.45227234291821928476238820
8	13.16936	3		0	0	1		94.50219797901289384097540595
8	13.14346	3		0	0	1		94.55210669203064532026534678
8	13.14293	3		0	0	1		94.60201506481171040902274323
8	13.14212	3		0	0	1		94.65192290504839679955528761
8	13.13215	3		0	0	1		94.70182423640934354511741779
8	13.12811	3		0	0	1		94.75172291984129620783931128
8	13.10988	3		0	0	1		94.80160966540342638535410418
8	13.10569	3		0	0	0.2213631		94.85149367427916603032451838
8	13.09769	3		0	0	0.2213631		94.90137244646851514275055388
8	13.07833	3		0	0	0.2213631		94.95123854114307135576830536
8	13.078	3		0	0	0.2213631		95.00110441392413644452570181
8	13.07419	3		0	0	0.2213631		95.05096778670520153328309826
8	13.0632	3		0	0	0.2213631		95.10082395534425478772096808
8	13.05874	3		0	0	0.2213631		95.15067719498922520192215151
8	13.05307	3		0	0	0.2213631		95.20052672161644413683339411
8	13.04829	3		0	0	0.2213631		95.25037311214898851553161896
8	13.04423	3		0	0	0.2213631		95.30021683995963940310558346
8	13.04043	3		0	0	0.2213631		95.35005806777029029067954796
8	13.03439	3		0	0	0.2213631		95.39989533108389975813516926
8	13.03403	2		0	0	1		22.776501573687450053993157424
8	13.03403	2		0	0	1		22.804385538184491474111500619
8	13.03403	2		0	0	1		22.832269502681532894229843814
8	13.03403	2		0	0	1		22.860153467178574314348187009
8	13.03403	2		0	0	1		22.888037431675615734466530204
8	13.03403	2		0	0	1		22.915921396172657154584873399
8	13.03403	2		0	0	1		22.943805360669698574703216594
8	13.03403	2		0	0	1		22.971689325166739994821559789
8	13.03403	2		0	0	1		22.999573289663781414939902984
8	13.03403	2		0	0	1		23.027457254160822835058246179
8	13.03403	2		0	0	1		23.055341218657864255176589374
8	13.03403	2		0	0	1		23.083225183154905675294932569
8	13.03403	2		0	0	1		23.111109147651947095413275764
8	13.03403	2		0	0	1		23.138993112148988515531618959
8	13.03403	2		0	0	1		23.166877076646029935649962154
8	13.03403	2		0	0	1		23.194761041143071355768305349
8	13.03403	2		0	0	1		23.222645005640112775886648544
8	13.03403	2		0	0	1		23.250528970137154196004991739
8	13.03403	2		0	0	1		23.278412934634195616123334934
8	13.03403	2		0	0	1		23.306296899131237036241678129
8	13.03403	2		0	0	1		23.334180863628278456360021324
8	13.03403	2		0	0	1		23.362064828125319876478364519
8	13.03403	2		0	0	1		23.389948792622361296596707714
8	13.03403	2		0	0	1		23.417832757119402716715050909
8	13.03403	2		0	0	1		23.445716721616444136833394104
8	13.03403	2		0	0	1		23.473600686113485556951737299
8	13.03403	2		0	0	1		23.501484650610526977070080494
8	13.03403	2		0	0	1		23.529368615107568397188423689
8	13.03403	2		0	0	1		23.557252579604609817306766884
8	13.03403	2		0	0	1		23.585136544101651237425110079
8	13.03403	2		0	0	1		23.613020508598692657543453274
8	13.03403	2		0	0	1		23.640904473095734077661796469
8	13.03403	2		0	0	1		23.668788437592775497780139664
8	13.03403	2		0	0	1		23.696672402089816917898482859
8	13.03403	2		0	0	1		23.724556366586858338016826054
8	13.03403	2		0	0	1		23.752440331083899758135169249
8	13.03403	2		0	0	1		23.780324295580941178253512444
8	13.03403	2		0	0	1		23.808208260077982598371855639
8	13.03403	2		0	0	1		23.836092224575024018490198834
8	13.03403	2		0	0	1		23.863976189072065438608542029
8	13.03403	2		0	0	1		23.891860153569106858726885224
8	13.03403	2		0	0	1		23.919744118066148278845228419
8	13.03403	2		0	0	1		-65.228047162963943773283476061
8	16.03403	2		0	0	1		-65.200163198466902353165132866
8	16.03403	2		0	0	1		-65.172279233969860933046789671
8	16.03403	2		0	0	1		-65.144395269472819512928446476
8	16.03403	2		0	0	1		-65.116511304975778092810103281
8	16.03403	2		0	0	1		-65.088627340478736672691760086
8	16.03403	2		0	0	1		-65.060743375981695252573416891
8	16.03403	2		0	0	1		-65.032859411484653832455073696
8	16.03403	2		0	0	1		-65.004975446987612412336730501
8	16.03403	2		0	0	1		-64.977091482490570992218387306
8	16.03403	2		0	0	1		-64.949207517993529572100044111
8	16.03403	2		0	0	1		-64.921323553496488151981700916
8	16.03403	2		0	0	1		-64.893439588999446731863357721
8	16.03403	2		0	0	1		-64.865555624502405311745014526
8	16.03403	2		0	0	1		-64.837671660005363891626671331
8	16.03403	2		0	0	1		-64.809787695508322471508328136
8	16.03403	2		0	0	1		-64.781903731011281051389984941
8	16.03403	2		0	0	1		-64.754019766514239631271641746
8	16.03403	2		0	0	1		-64.726135802017198211153298551
8	16.03403	2		0	0	1		-64.698251837520156791034955356
8	16.03403	2		0	0	1		-64.670367873023115370916612161
8	16.03403	2		0	0	1		-64.642483908526073950798268966
8	16.03403	2		0	0	1		-64.614599944029032530679925771
8	16.03403	2		0	0	1		-78.399562133378144956715428729
8	16.03403	2		0	0	1		-78.371678168881103536597085534
8	16.03403	2		0	0	1		-78.343794204384062116478742339
8	16.03403	2		0	0	1		-78.315910239887020696360399144
8	16.03403	2		0	0	1		-78.288026275389979276242055949
8	16.03403	2		0	0	1		-78.260142310892937856123712754
8	16.03403	2		0	0	1		-78.232258346395896436005369559
8	16.03403	2		0	0	1		-78.204374381898855015887026364
8	16.03403	2		0	0	1		-78.176490417401813595768683169
8	16.03403	2		0	0	1		-78.148606452904772175650339974
8	16.03403	2		0	0	1		-78.120722488407730755531996779
8	16.03403	2		0	0	1		-78.092838523910689335413653584
8	16.03403	2		0	0	1		-71.127230671233474705727403864
8	16.03403	2		0	0	1		-71.099346706736433285609060669
8	16.03403	2		0	0	1		-71.071462742239391865490717474
8	16.03403	2		0	0	1		-71.043578777742350445372374279
8	16.03403	2		0	0	1		-71.015694813245309025254031084
8	16.03403	2		0	0	1		-70.987810848748267605135687889
8	16.03403	2		0	0	1		-70.959926884251226185017344694
8	16.03403	2		0	0	1		-70.932042919754184764899001499
8	16.03403	2		0	0	1		-70.904158955257143344780658304
8	16.03403	2		0	0	1		-70.876274990760101924662315109
8	16.03403	2		0	0	1		-70.848391026263060504543971914
8	16.03403	2		0	0	1		-70.820507061766019084425628719
8	16.03403	2		0	0	1		-70.792623097268977664307285524
8	16.03403	2		0	0	1		-70.764739132771936244188942329
8	16.03403	2		0	0	1		-70.736855168274894824070599134
8	16.03403	2		0	0	1		-70.708971203777853403952255939
8	16.03403	2		0	0	1		-70.681087239280811983833912744
8	16.03403	2		0	0	1		-70.653203274783770563715569549
8	16.03403	2		0	0	1		-70.625319310286729143597226354
8	16.03403	2		0	0	1		-70.597435345789687723478883159
8	16.03403	2		0	0	1		-64.286425724778433765377596479
8	16.03403	2		0	0	1		-64.258541760281392345259253284
8	16.03403	2		0	0	1		-64.230657795784350925140910089
8	16.03403	2		0	0	1		-64.202773831287309505022566894
8	16.03403	2		0	0	1		-64.174889866790268084904223699
8	16.03403	2		0	0	1		-64.147005902293226664785880504
8	16.03403	2		0	0	1		-64.119121937796185244667537309
8	16.03403	2		0	0	1		-64.091237973299143824549194114
8	16.03403	2		0	0	1		-64.063354008802102404430850919
8	16.03403	2		0	0	1		-64.035470044305060984312507724
8	16.03403	2		0	0	1		-64.007586079808019564194164529
8	16.03403	2		0	0	1		-63.979702115310978144075821334
8	16.03403	2		0	0	1		-63.951818150813936723957478139
8	16.03403	2		0	0	1		-63.923934186316895303839134944
8	16.0262	2		0	0	1		-63.872254541346481102655702992
8	15.99157	2		0	0	1		-63.820594955547664534608365714
8	15.98885	2		0	0	1		-63.768936952589084652951560980
8	15.97827	2		0	0	1		-63.717285088683759209164578732
8	15.96546	2		0	0	1		-63.665640650813936723957478140
8	15.94417	2		0	0	1		-63.614008579808019564194164531
8	15.94278	2		0	0	1		-63.562377322411569860052152697
8	15.94054	2		0	0	1		-63.510747366790268084904223703
8	15.90272	2		0	0	1		-63.459139393417487019815466307
8	15.8708	2		0	0	1		-63.407549999926362759460436721
8	15.85564	2		0	0	1		-63.355969437796185244667537313
8	15.84451	2		0	0	1		-63.304395369748847966561028438
8	15.83515	2		0	0	1		-61.035274783944062181966263699
8	15.82375	2		0	0	1		-60.983712816488440880191115770
8	15.789	2		0	0	1		-60.932171144890807744096441214
8	15.78832	2		0	0	1		-60.880629872701458631670405711
8	15.76371	2		0	0	1		-60.829102994003233779599399794
8	15.76219	2		0	0	1		-60.777577002878973424569813995
8	15.75353	2		0	0	1		-60.726056070926310702676322871
8	15.73452	2		0	0	1		-60.674546263234003010368630564
8	15.71713	2		0	0	1		-60.623046647849387625753245949
8	15.70146	2		0	0	1		-60.571556233648204193800583227
8	15.68826	2		0	0	1		-60.520073541340511886108275535
8	15.68722	2		0	0	1		-60.468591470334594726344961926
8	15.67879	2		0	0	1		-60.417114340157079933445553642
8	15.67865	2		0	0	1		-60.365637298736961590250287370
8	15.6769	2		0	0	1		-60.314161278026902418652654234
8	15.67142	2		0	0	1		-60.262688482168914252972180861
8	15.66338	2		0	0	1		-60.211220405245837329895257784
8	15.65359	2		0	0	1		-60.159758082760630229303541808
8	15.61975	2		0	0	0.5492928		-60.108315641932227862439636483
8	15.58445	2		0	0	0.5492928		-60.056893985127494134628985596
8	15.56752	2		0	0	0.5492928		-60.005482298736961590250287371
8	15.56522	2		0	0	0.5492928		-59.954071973293174608001766661
8	15.56496	2		0	0	0.5492928		-59.902661795778381708593482638
8	15.56248	2		0	0	0.5492928		-59.851253082760630229303541810
8	15.56201	2		0	0	0.5492928		-59.799844650807967507410050686
8	15.55963	2		0	0	0.5492928		-59.748437609387849164214784414
8	15.55962	2		0	0	0.5492928		-59.697030582760630229303541811
8	15.53376	2		0	0	0.5492928		-59.645638807612701235220701574
8	15.52213	2		0	0	0.5492928		-59.594253896370097684924843586
8	15.52165	2		0	0	0.5492928		-59.542869280985482300309458971
8	15.50665	2		0	0	0.5492928		-59.491493526547612477824251871
8	15.48525	2		0	0	0.5492928		-59.440130405245837329895257788
8	15.47922	2		0	0	0.5492928		-59.388770849032819578415967847
8	15.4707	2		0	0	0.5492928		-59.337416337198500051788748912
8	15.45142	2		0	0	0.5492928		-59.286073245482523720427802167
8	15.44656	2		0	0	0.5492928		-59.234733023589032596167447138
8	15.4295	2		0	0	0.5492928		-59.183402920038736738179281458
8	15.41044	2		0	0	0.5492928		-59.132084103470689400901174949
8	15.40681	2		0	0	0.5492928		-59.080767446665955673090524062
8	15.39488	2		0	0	0.5492928		-59.029457860867139105043186784
8	15.38715	2		0	0	0.5492928		-58.978152860867139105043186784
8	15.37943	2		0	0	0.5492928		-58.926852446665955673090524062
8	15.37604	2		0	0	0.5492928		-58.875554044299091767765080275
8	15.36885	2		0	0	0.5492928		-58.824259917080156856522476725
8	15.3423	2		0	0	0.5492928		-58.772981573884890584333127613
8	15.3172	2		0	0	0.5492928		-58.721718171518026679007683826
8	15.29661	2		0	0	0.5492928		-58.670467017671872832853837672
8	15.28834	2		0	0	0.5492928		-58.619220789861221945279873175
8	15.26289	2		0	0	0.5492928		-58.567989739565363957114192702
8	15.26096	2		0	0	0.5492928		-58.516759843115659815102358383
8	15.22967	2		0	0	0.5492928		-58.465548630097908335812417555
8	15.22751	2		0	0	0.5492928		-50.276696597046609859525934395
8	15.22068	2		0	0	0.5492928		-50.225490753851343587336585283
8	15.20546	2		0	0	0.5492928		-50.174294008289213409821792384
8	15.20507	2		0	0	0.5492928		-50.123097484620574356567354514
8	15.1919	2		0	0	0.5492928		-50.071908845567319918697532029
8	15.1919	2		0	0	0.5492928		-50.044024881070278498579188834
8	15.1919	2		0	0	0.5492928		-50.016140916573237078460845639
8	15.1919	2		0	0	0.5492928		-49.988256952076195658342502444
8	15.1919	2		0	0	0.5492928		-49.960372987579154238224159249
8	18.1919	2		0	0	0.5492928		-49.932489023082112818105816054
8	18.1919	2		0	0	0.5492928		-49.904605058585071397987472859
8	18.1919	2		0	0	0.5492928		-49.876721094088029977869129664
8	18.1919	2		0	0	0.5492928		-49.848837129590988557750786469
8	18.1919	2		0	0	0.5492928		-49.820953165093947137632443274
8	18.1919	2		0	0	0.5492928		-49.793069200596905717514100079
8	18.1919	2		0	0	0.5492928		-49.765185236099864297395756884
8	18.1919	2		0	0	0.5492928		-49.737301271602822877277413689
8	18.1919	2		0	0	0.5492928		-49.709417307105781457159070494
8	18.1919	2		0	0	0.5492928		-49.681533342608740037040727299
8	18.1919	2		0	0	0.5492928		-49.653649378111698616922384104
8	18.1919	2		0	0	0.5492928		-49.625765413614657196804040909
8	18.1919	2		0	0	0.5492928		-49.597881449117615776685697714
8	18.1919	2		0	0	0.5492928		-49.569997484620574356567354519
8	18.1919	2		0	0	0.5492928		-49.542113520123532936449011324
8	18.1919	2		0	0	0.5492928		-49.514229555626491516330668129
8	18.1919	2		0	0	0.5492928		-49.486345591129450096212324934
8	18.18278	2		0	0	0.5492928		-49.433464984620574356567354520
8	18.18003	2		0	0	0.5492928		-49.380585842608740037040727301
8	18.17858	2		0	0	0.5492928		-49.327707484620574356567354520
8	18.1617	2		0	0	0.5492928		-42.788912375480947528514708406
8	18.15058	2		0	0	0.5492928		-42.736049032285681256325359294
8	18.13806	2		0	0	0.5492928		-42.683192419859645753366779412
8	18.13309	2		0	0	0.5492928		-42.630338470155503741532459886
8	18.09764	2		0	0	0.5492928		-42.577503573705799599520625567
8	18.06797	2		0	0	0.5492928		-42.524684638794556995970329709
8	18.06151	2		0	0	0.5492928		-42.471869180214675339165595981
8	18.04973	2		0	0	0.5492928		-42.419060067788639836207016100
8	18.03321	2		0	0	0.5492928		-42.366259845895148711946661071
8	18.02704	2		0	0	0.5492928		-42.313462952404024451591631485
8	18.02411	2		0	0	0.5492928		-42.260667641753136877627134444
8	18.01035	2		0	0	0.5492928		-42.207879742344852853958495391
8	17.99394	2		0	0	0.5492928		-42.155100703883314392420033853
8	17.96747	2		0	0	0.5492928		-42.102335955362604333248436220
8	17.92797	2		0	0	0.5492928		-42.049592552995740427922992433
8	17.89725	2		0	0	0.5492928		-41.996865763054912025556128528
8	17.88963	2		0	0	0.5492928		-41.944143100333018534431868173
8	17.8892	2		0	0	0.5492928		-41.891420674297515575851986516
8	17.88807	2		0	0	0.5492928		-41.838698854770888356917075274
8	17.87756	2		0	0	0.5492928		-41.785982730510533327331276458
8	17.86538	2		0	0	0.5492928		-41.733273203883314392420033855
8	17.81614	2		0	0	0.5492928		-41.680590378439527410171513145
8	17.80667	2		0	0	0.5492928		-41.627912700924734510763229122
8	17.78425	2		0	0	0.5492928		-41.575247197966154629106424388
8	17.78359	2		0	0	0.5492928		-41.522582064830059954550211370
